rang,repo,url,etoiles,forks,cree,pousse,langage,tier,score,axes,topics,description
3486,ijonglin/teclast-f5-ubuntu-finalizer,https://github.com/ijonglin/teclast-f5-ubuntu-finalizer,18,3,2019-09-03,2020-12-29,ASL,C,0,,acpi laptop linux linux-laptop s3-sleep teclast ubuntu ubuntu1804 ubuntu2004,Current HW/SW Kernel/System/ACPI Modifications To Get a $400 Dream Ubuntu Linux Laptop
3487,Crymeiriver/LS150,https://github.com/Crymeiriver/LS150,18,0,2019-01-29,2019-01-30,Shell,C,0,,firmware firmware-analysis firmware-image telnet,Astell&Kern iRiver LS150 SPI firmware dump + telnet access
3488,pinczakko/winflashrom,https://github.com/pinczakko/winflashrom,18,2,2016-04-18,2016-04-18,C,C,0,,,Windows 200X/XP port of the old flashrom utility for Coreboot (formerly LinuxBIOS) 
3489,Baio1977/Dell-Inspiron-5584,https://github.com/Baio1977/Dell-Inspiron-5584,19,3,2020-09-07,2025-07-04,ASL,C,0,,acpi dell-inspiron efi hackintosh opencore,MacOS on Dell Inspiron 5584
3490,ivangayton/setup-scripts-various,https://github.com/ivangayton/setup-scripts-various,19,9,2017-02-12,2020-01-03,Shell,C,0,,,Documenting the setup process for servers I use or need. Ultimately creating provisioning scripts for servers.
3491,blitz/nix-coreboot,https://github.com/blitz/nix-coreboot,19,3,2021-04-16,2021-05-03,Nix,C,0,,,An example of how to package Coreboot in Nix
3492,gyrovorbis/vmu-bios-disassembly,https://github.com/gyrovorbis/vmu-bios-disassembly,20,4,2023-02-17,2025-12-30,Assembly,C,0,,8-bit-cpu assembly-language bios disassembly dreamcast dreamcast-vmu firmware re,Disassembly and Analysis of the American Sega Dreamcast VMU BIOS (v1.05)
3493,lynxis/bbb_screwdriver_builder,https://github.com/lynxis/bbb_screwdriver_builder,20,3,2015-03-16,2017-03-27,Makefile,C,0,,,A development util for ehci debug and spi flashing. See http://www.coreboot.org/BBB_screwdriver
3494,nenadstoisavljevic/x220-coreboot-guide,https://github.com/nenadstoisavljevic/x220-coreboot-guide,20,0,2020-10-10,2025-08-07,,C,0,,,Guide for flashing coreboot on the ThinkPad X220
3495,imbushuo/Coreboot,https://github.com/imbushuo/Coreboot,21,1,2018-12-28,2020-10-11,C,C,0,,,Display-enabled Nintendo Switch Coreboot
3496,lbschenkel/acer-sf314_43-acpi-fix,https://github.com/lbschenkel/acer-sf314_43-acpi-fix,22,1,2021-10-20,2024-10-22,,C,0,,acer acpi bios dsdt initrd laptop linux patch s3 sleep,How to enable S3 sleep state in Acer Swift 3 SF314-43
3497,farid1991/patch-se,https://github.com/farid1991/patch-se,22,0,2019-10-24,2025-08-30,Assembly,C,0,,ericsson firmware homebrew patch reverse-engineering sony sony-ericsson vkp,"Sony Ericsson Firmware Patch, Patch sources for Sony Ericsson phones A1 and A2 platform build with IAR"
3498,wt/coreboot,https://github.com/wt/coreboot,23,3,2010-09-30,2010-10-14,C,C,0,,,My coreboot work
3499,patois/NTRDisasm,https://github.com/patois/NTRDisasm,24,3,2015-04-04,2015-06-10,Assembly,C,0,,cfw custom-firmware disassembly ida-pro idc ntr reverse-engineered reverse-engin,Annotated disassembly of the NTR 2.x custom firmware for the Nintendo N3DS
3500,ArthurHeymans/petitboot_for_coreboot,https://github.com/ArthurHeymans/petitboot_for_coreboot,24,10,2016-10-26,2021-10-06,Makefile,C,0,,,
3501,system76/coreboot-collector,https://github.com/system76/coreboot-collector,25,5,2019-02-07,2026-03-31,Rust,C,0,,,Utility for collecting valuable information for coreboot
3502,vmallet/pakler,https://github.com/vmallet/pakler,29,3,2021-09-02,2024-11-19,Python,C,0,,firmware-tools reolink reverse-engineering swann,Tool to manipulate PAK firmware files for Swann and Reolink devices
3503,Inokinoki/qefivar,https://github.com/Inokinoki/qefivar,30,3,2021-06-23,2026-05-21,C++,C,0,,acpi cross-platform efi efi-partition firmware freebsd linux qt uefi uefi-boot w,"A cross-platform lib for EFI variables editing on Windows, Linux and FreeBSD (*nix except macOS)"
3504,xy-tech/x330-bios,https://github.com/xy-tech/x330-bios,30,1,2021-02-12,2022-04-23,Rust,C,0,,,x230 coreboot files
3505,Soberia/EmbeddedController,https://github.com/Soberia/EmbeddedController,31,13,2021-07-10,2021-07-10,C++,C,0,,acpi cpp driver ec embedded-controller,Implementation of ACPI embedded controller specification to access the EC's RAM
3506,digiampietro/buildroot-armv7,https://github.com/digiampietro/buildroot-armv7,31,5,2018-09-29,2019-08-22,Shell,C,0,,buildroot docker firmware gdb qemu reverse-engineering router,"A set of scripts, configuration files and Buildroot external tree to setup a Qemu emulation environment to run and reverse engineer the *Netgear DVA 5592* executables. This environment uses Docker, Buildroot and Qemu to "
3507,petabyt/liemoth,https://github.com/petabyt/liemoth,31,5,2021-03-03,2022-07-24,C,C,0,,c camera custom firmware gopro hack reverse-engineering,Ambarella Action Camera Hacks
3508,felixsinger/bootguard-status,https://github.com/felixsinger/bootguard-status,31,16,2019-03-29,2026-02-03,HTML,C,0,,bootguard coreboot firmware intel me,A list of mainboards with their status of BootGuard. See https://felixsinger.github.io/bootguard-status
3509,gch1p/mmga,https://github.com/gch1p/mmga,32,3,2019-06-03,2023-03-04,Shell,C,0,,bios coreboot macbook,Script for flashing coreboot on MacBooks without using external SPI programmer
3510,damianmoore/samsung-bios-check,https://github.com/damianmoore/samsung-bios-check,32,9,2013-06-01,2020-04-23,Python,C,0,,bios firmware hardware linux samsung samsung-laptops,BIOS update checker for Samsung laptops running Linux
3511,ricardoquesada/bios-8088,https://github.com/ricardoquesada/bios-8088,34,4,2017-08-22,2025-02-25,Python,C,0,,8088 bios disassembly ibm-pcjr ida-pro pcjr tandy tandy1000,Disassembled BIOS from 8088 machines
3512,oood/How-to-Disable-Intel-ME-on-Intel-NUCs,https://github.com/oood/How-to-Disable-Intel-ME-on-Intel-NUCs,34,4,2022-05-08,2024-08-22,Python,C,0,,bios firmware hap hap-bit ime intel intel-management-engine intel-me intel-nuc i,How to Disable IME on Intel NUCs
3513,vangoghynot/FirmwareResources,https://github.com/vangoghynot/FirmwareResources,34,7,2020-11-27,2026-04-26,,C,0,,acpi bios bluetooth firmware hdmi ipmi iscsi lpc mipi openbios openbmc pci redfi,Firmware related resources
3514,o-daneel/Lunii.RE,https://github.com/o-daneel/Lunii.RE,35,1,2023-01-28,2023-11-30,C,C,0,,analysis cipher-algorithms cryptography firmware ghidra lunii reverse-engineerin,Understanding the inner mechanics of Lunii StoryTeller. Using Ghidra to reverse engineer the STM32 firmwares and cryptography
3515,joenali/waterfall,https://github.com/joenali/waterfall,35,9,2012-12-29,2022-09-13,JavaScript,C,0,,,"waterfall         }         $(""body"").addClass(""noscroll"");         c.show();         g = e.outerHeight();         e.css(""margin-bottom"", ""-"" + g / 2 + ""px"");         setTimeout(function() {             c.addClass(""visib"
3516,QuestYouCraft/GrubFM-Installer,https://github.com/QuestYouCraft/GrubFM-Installer,36,6,2020-04-05,2022-05-19,Batchfile,C,0,,bios boot grubfm multiboot multibootusb uefi usb,GrubFM Installer
3517,FreakinSoftMania/WinUEFI,https://github.com/FreakinSoftMania/WinUEFI,36,3,2021-06-25,2024-10-13,Inno Setup,C,0,,batch batch-file bios boot easy easy-uefi powershell uefi windows windows-nt win,A program to easily go into the UEFI/BIOS settings in Windows
3518,E3V3A/hex2bin,https://github.com/E3V3A/hex2bin,36,15,2018-10-31,2018-11-01,C,C,0,,firmware-analysis firmware-tools intel-hex motorola reverse-engineering s-record,An old CLI tool to parse Intel/Motorola formatted HEX ASCII firmware files into binary blobs
3519,elongl/linksys-wrt54g,https://github.com/elongl/linksys-wrt54g,37,6,2021-05-26,2021-07-10,Python,C,0,,exploitation firmware openwrt reverse-engineering router,Exploiting Linksys WRT54G using a vulnerability I found.
3520,JaGoLi/corevantage,https://github.com/JaGoLi/corevantage,37,1,2021-03-12,2021-05-21,C++,C,0,,,A graphical interface to set options on devices with coreboot firmware
3521,UsefulScripts01/HPDrivers,https://github.com/UsefulScripts01/HPDrivers,38,8,2023-09-07,2025-06-07,PowerShell,C,0,,bios drivers hp powershell uefi,Update all HP device drivers with a single command - Get-HPDrivers
3522,ConnorRigby/rx8-ecu-dump,https://github.com/ConnorRigby/rx8-ecu-dump,38,1,2022-10-10,2022-11-05,C,C,0,,automotive can canbus ecuhacking j2534 reverse-engineering,utility to dump the Mazda RX8 (and maybe others) ECU firmware
3523,nenadstoisavljevic/t420-coreboot-guide,https://github.com/nenadstoisavljevic/t420-coreboot-guide,38,3,2020-10-11,2025-08-07,,C,0,,,Guide for flashing coreboot on the ThinkPad T420
3524,LiquidSevens/psx-models-bios-guide,https://github.com/LiquidSevens/psx-models-bios-guide,39,2,2023-07-05,2025-11-15,,C,0,,bios guide playstation psone psx redump,PlayStation 1 (PSX) models and BIOS guide with redump-based DAT-file for BIOS. No BIOS files will be provided for download.
3525,Matheus-Garbelini/esp32_firmware_patching_framework,https://github.com/Matheus-Garbelini/esp32_firmware_patching_framework,40,7,2021-12-22,2022-02-04,Python,C,0,,binary-patching esp32 esp32-idf espressif reverse-engineering xtensa xtensa-esp3,ESP32 Firmware Patching Framework with Streamlined Binary/Runtime Patching Methods. Used in conjunction with Platformio and Ghidra.
3526,harrykipper/x210,https://github.com/harrykipper/x210,41,5,2019-06-12,2021-03-08,,C,0,,51nb aspm bios coreboot coreboot-images embedded-controller stock-bios thinkpad ,"Collection of patches, mods and documentation for the 51nb x210."
3527,Theldus/AMI_BIOS_CodeInjection,https://github.com/Theldus/AMI_BIOS_CodeInjection,42,12,2023-02-14,2023-11-07,C,C,0,,bios reverse-engineering x86,A simple tutorial on how to do reverse engineer and code injection on AMI BIOSes (Legacy)
3528,michaelmob/x220-coreboot-guide,https://github.com/michaelmob/x220-coreboot-guide,43,6,2018-11-26,2022-03-26,,C,0,,,Supplemental text guide with commands for corebooting an X220.
3529,jaspersiebring/libretro_finder,https://github.com/jaspersiebring/libretro_finder,44,1,2022-05-28,2023-12-19,Python,C,0,,bios cli emulation finder libretro retroarch tool,Simple tool that finds and prepares your BIOS files for usage with Libretro (or its RetroArch frontend).  
3530,furrtek/PTouchHH,https://github.com/furrtek/PTouchHH,45,3,2018-03-21,2018-03-22,,C,0,,brother-label-printer electronics firmware p-touch reverse-engineering,Brother P-Touch label printer reverse-engineering and firmware un-crap attempt
3531,gyje/BIOS_Rootkit,https://github.com/gyje/BIOS_Rootkit,52,19,2017-05-01,2017-05-01,Assembly,C,0,,aseembly bios rootkit uefi,"来自Freebuf评论区,一个UEFI马."
3532,lightning-speed/Radical-OS,https://github.com/lightning-speed/Radical-OS,52,4,2021-08-25,2021-11-10,C,C,0,,asm bios c i386-elf limine os os-dev windows x86,Radical kernel source tree
3533,8051Enthusiast/allyourbase,https://github.com/8051Enthusiast/allyourbase,56,1,2023-04-27,2025-03-09,Python,C,0,,firmware-analysis reverse-engineering,Finds the base address of a firmware by comparing string addresses with target pointer addresses
3534,honglov3/NUC8I7BEH,https://github.com/honglov3/NUC8I7BEH,57,11,2020-05-04,2020-12-01,Python,C,0,,bios catalina efi hackintosh nuc nuc8 nuc8i7beh nuc8i7beh-hackintosh opencore op,
3535,kakaroto/purism-playground,https://github.com/kakaroto/purism-playground,57,4,2016-12-14,2018-05-08,Shell,C,0,,,Playground for various tools/code used during purism coreboot dev
3536,martinbaillie/homebrew-openbsd-pcengines-router,https://github.com/martinbaillie/homebrew-openbsd-pcengines-router,59,4,2017-02-19,2020-11-09,HTML,C,0,,ansible openbsd pcengines router,Notes and automation pertaining to my home internet appliance (PCEngines/coreboot/OpenBSD/Ansible).
3537,soyersoyer/basefind2,https://github.com/soyersoyer/basefind2,60,8,2022-04-07,2022-05-02,Python,C,0,,basefind firmware-analysis rbasefind reverse-engineering,A faster firmware base address scanner.
3538,WillChamness/Dnsmasq-PXE,https://github.com/WillChamness/Dnsmasq-PXE,61,11,2022-12-14,2024-04-05,,C,0,,arch-linux archlinux bios debian dhcp-server dnsmasq ipv4 linux network-boot pxe,A Guide to PXE for Various Linux Distrobutions Using Dnsmasq
3539,JosiahBull/thinkpad_acpi,https://github.com/JosiahBull/thinkpad_acpi,63,8,2022-06-29,2024-01-18,Shell,C,0,,acpi kernel lap-mode module thinkpad,A script to disable the lap mode sensor on thinkpads. Patches the thinkpad_acpi kernel module automatically using dkms.
3540,Jamesits/BGRTInjector,https://github.com/Jamesits/BGRTInjector,63,7,2020-02-10,2022-10-14,C,C,0,,acpi bgrt uefi,Customize Windows 10 boot logo without modifying UEFI firmware.
3541,rezzorix/minisforum-bios-updates,https://github.com/rezzorix/minisforum-bios-updates,66,7,2024-06-09,2026-03-12,Batchfile,C,0,,bios firmware minipc minisforum ms-01 npb7 um790 update,Firmware updates minisforum Mini PC series
3542,wimbrts/USB_FORMAT,https://github.com/wimbrts/USB_FORMAT,67,8,2020-03-20,2024-08-21,,C,0,,bios bootable-usb format-tool grub2 grub4dos iso linux liveusb mbr multiboot sec,USB Format Tool - Make Bootable USB Drive with MBR and 2 Partitions
3543,ps2homebrew/PS2Ident,https://github.com/ps2homebrew/PS2Ident,67,10,2020-12-27,2024-09-06,C,C,0,,bios bootrom chip mainboard-model mechacon-chip ps2 ps2-bios ps2ident rom,PS2Ident is an identification tool that allows dumps of a PlayStation 2 console's ROM chips and MECHACON NVRAM to be made. It will also gather data from the console
3544,imbushuo/AcpiS0ixPatcher,https://github.com/imbushuo/AcpiS0ixPatcher,67,16,2018-07-08,2018-07-09,C,C,0,,acpi connected-standby s0ix windows-10,Patches ACPI table to force enable S0ix on every platform
3545,hellzerg/indicium,https://github.com/hellzerg/indicium,68,7,2017-09-15,2018-09-21,C#,C,0,,audio bios bios-info computer-specs cpu devices gpu info information motherboard,"Portable, advanced system information utility"
3546,fkie-cad/LuckyCAT,https://github.com/fkie-cad/LuckyCAT,69,16,2018-09-06,2020-07-24,Python,C,0,,firmware-analysis fuzzing fuzzing-framework,A distributed fuzzing management framework
3547,JayFoxRox/xbox-tools,https://github.com/JayFoxRox/xbox-tools,70,10,2014-05-03,2021-04-18,Python,C,0,,ac97 adpcm apu bios controller dsp56300 flash gamepad mcpx rc4 ss tea usb xbox,A collection of tools related to original Xbox
3548,redox-os/drivers,https://github.com/redox-os/drivers,71,31,2017-01-05,2025-12-16,Rust,C,0,,acpi device devices driver drivers ide io networking nvme rust-driver sata stora,Mirror of https://gitlab.redox-os.org/redox-os/drivers
3549,ValdikSS/thinkpad-shahash,https://github.com/ValdikSS/thinkpad-shahash,72,6,2016-07-10,2020-08-07,Python,C,0,,bios lenovo thinkpad uefi,Script to recompute SHA1 hashes for Lenovo ThinkPad Sandy Bridge laptops to get rid of 5 beeps on boot
3550,dell/Endpoint-Management-Script-Library,https://github.com/dell/Endpoint-Management-Script-Library,74,2,2021-04-09,2025-06-24,PowerShell,C,0,,agentless bios dell intune scripts,Client Management Script Library setup for Intune. 
3551,hacefresko/TP-Link-Archer-C6-EU-re,https://github.com/hacefresko/TP-Link-Archer-C6-EU-re,76,5,2023-01-05,2024-11-04,Python,C,0,,arm bare-metal hardware reverse-engineering router tplink,A repository to reverse engineer the TP-Link Archer C6 v4 (Europe version) bare metal firmware
3552,SiddheshNan/Acer-A515-51G-Hackintosh,https://github.com/SiddheshNan/Acer-A515-51G-Hackintosh,77,20,2018-12-07,2021-01-02,ASL,C,0,,acer-a515-hackintosh acer-aspire-5-hackintosh clover clover-bootloader clover-co,Hackintosh Clover EFI for Acer Aspire A515-51G
3553,SkyrilHD/Dell-E7250-Hackintosh,https://github.com/SkyrilHD/Dell-E7250-Hackintosh,78,20,2020-01-08,2025-07-11,,C,0,,bigsur bigsur-hackintosh catalina dell e7250 efi hackintosh macos-big-sur macos-,Fully working Hackintosh on E7250
3554,admkopec/BetaOS,https://github.com/admkopec/BetaOS,78,5,2015-09-27,2019-12-26,C,C,0,,64-bit assembly c c-plus-plus efi kernel object-oriented open-source operating-s,An operating system written in Swift
3555,hlandau/ortega,https://github.com/hlandau/ortega,78,5,2018-04-19,2024-01-02,C,C,0,,bcm5719 broadcom c ethernet firmware nic reverse-engineering,Ortega FDK
3556,koibtw/highlightos,https://github.com/koibtw/highlightos,79,5,2024-01-31,2026-05-25,Rust,C,0,,assembly bios bootloader kernel nasm os rust,🌄 x86_64 OS (kernel) made from scratch in Rust & Assembly
3557,hyper-tuner/hypertuner-cloud,https://github.com/hyper-tuner/hypertuner-cloud,79,18,2021-03-22,2024-04-15,TypeScript,C,0,,cloud ecu efi fome hyper-tuner hypertuner logs pocketbase react rusefi speeduino,"The best way to share your FOME, Speeduino and rusEFI tunes and logs"
3558,starsnwind/HP-Elite-C1030---x360-13c-Chromebook-Hackintosh,https://github.com/starsnwind/HP-Elite-C1030---x360-13c-Chromebook-Hackintosh,79,8,2023-08-18,2026-04-06,C++,C,0,,chromebook efi hackintosh hp-elite-c1030 macos oc opencore,About achieving the perfect hackintosh on the HP Elite C1030/x360 13c Chromebook models.
3559,webleon/Hackintosh-OptiPlex-7070-SFF,https://github.com/webleon/Hackintosh-OptiPlex-7070-SFF,79,17,2020-03-06,2021-11-10,Rich Text Format,C,0,,7070 bigsur clover dell efi hackintosh hackintosh-efi-folder monterey opencore s,Hackintosh EFI Folder for Dell OptiPlex 7070 SFF
3560,DErDYAST1R/EfiGuardUsermodeLoader,https://github.com/DErDYAST1R/EfiGuardUsermodeLoader,80,13,2024-07-03,2026-04-23,C,C,0,,be boot bootkit bootloader bypass eac efi efiguard guard loader usermode,This is an EfiGuard BootLoader that can boot EfiGuard from Usermode with no USB or Setup as a Single Executable with automatic File Dumping using Bytes.
3561,AlphaGHX/Hackintosh-CVN-b460i-efi,https://github.com/AlphaGHX/Hackintosh-CVN-b460i-efi,81,18,2020-12-14,2022-10-28,,C,0,,efi hackintosh hackintosh-efi macos opencore opencore-efi,七彩虹 CVN b460i 的黑苹果引导，基于 OC，支持 macOS Ventura。
3562,pierpaolodimarzo/ThinkPad-T480,https://github.com/pierpaolodimarzo/ThinkPad-T480,82,2,2022-09-10,2023-04-09,,C,0,,efi hackintosh hackintosh-laptop intel lenovo lenovo-hackintosh lenovo-thinkpad ,💻 ThinkPad T480 to successfully run macOS Monterey/Ventura
3563,dh-orko/Help-me-get-rid-of-unhumans,https://github.com/dh-orko/Help-me-get-rid-of-unhumans,82,16,2018-03-04,2023-08-20,,C,0,,,"/* JS */ gapi.loaded_0(function(_){var window=this; var ha,ia,ja,ma,sa,na,ta,ya,Ja;_.ea=function(a){return function(){return _.da[a].apply(this,arguments)}};_._DumpException=function(a){throw a;};_.da=[];ha=""function""==t"
3564,shm007g/hackintosh_handcraft,https://github.com/shm007g/hackintosh_handcraft,86,35,2019-05-23,2021-02-22,ASL,C,0,,clover efi hackintosh kexts,"hackintosh handcraft: MBP 13"" 2018, Mac Mini 2018, iMac (Retina 5K, 27-inch, 2019)"
